crash_numb,city_town_name,crash_date,crash_severity_descr,crash_status,crash_time_2,max_injr_svrty_cl,numb_vehc,numb_fatal_injr,numb_nonfatal_injr,weath_cond_descr,speed_limit,lat,lon,dist_dirc_exit,vehc_unit_numb,driver_age,max_injr_svrty_vl,total_occpt_in_vehc,pers_numb,age,injy_stat_descr
"4636297","BOSTON","12/03/2018","Non-fatal injury","Closed","3:44 PM","Non-fatal injury - Possible","2","0","1","Clear","","42.35822595","-71.14274306","","2","58","Non-fatal injury - Possible","1","2","58","Non-fatal injury - Possible"
"4636298","BOSTON","08/17/2018","Non-fatal injury","Closed","3:20 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","25","42.31418889","-71.09639877","","1","45","Non-fatal injury - Non-incapacitating","1","1","45","Non-fatal injury - Non-incapacitating"
"4636298","BOSTON","08/17/2018","Non-fatal injury","Closed","3:20 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","25","42.31418889","-71.09639877","","2","36","Non-fatal injury - Non-incapacitating","","2","36","Non-fatal injury - Non-incapacitating"
"4636299","BOSTON","11/07/2018","Fatal injury","Closed","7:06 AM","Fatal injury (K)","1","1","0","Clear/Clear","30","42.26002795","-71.15840678","","1","19","No injury","1","1","19","No injury"
"4636299","BOSTON","11/07/2018","Fatal injury","Closed","7:06 AM","Fatal injury (K)","1","1","0","Clear/Clear","30","42.26002795","-71.15840678","","","","","","2","75","Fatal injury (K)"
"4636311","BOSTON","11/09/2018","Non-fatal injury","Closed","8:30 AM","Non-fatal injury - Non-incapacitating","2","0","1","Clear/Clear","","42.29493143","-71.11685040","","1","22","Non-fatal injury - Non-incapacitating","1","1","22","Non-fatal injury - Non-incapacitating"
"4636311","BOSTON","11/09/2018","Non-fatal injury","Closed","8:30 AM","Non-fatal injury - Non-incapacitating","2","0","1","Clear/Clear","","42.29493143","-71.11685040","","2","51","No injury","","2","51","No injury"
"4636411","BOSTON","10/10/2018","Fatal injury","Closed","6:20 PM","Fatal injury (K)","2","1","0","Clear/Clear","25","42.28346294","-71.08325621","","1","66","No injury","2","1","66","No injury"
"4636411","BOSTON","10/10/2018","Fatal injury","Closed","6:20 PM","Fatal injury (K)","2","1","0","Clear/Clear","25","42.28346294","-71.08325621","","1","66","No injury","2","2","53","No injury"
"4636411","BOSTON","10/10/2018","Fatal injury","Closed","6:20 PM","Fatal injury (K)","2","1","0","Clear/Clear","25","42.28346294","-71.08325621","","2","26","Fatal injury (K)","1","3","26","Fatal injury (K)"
"4636414","BOSTON","11/27/2018","Fatal injury","Closed","1:21 PM","Fatal injury (K)","1","1","0","Clear/Clear","25","42.28233614","-71.09963180","","1","84","Fatal injury (K)","1","1","84","Fatal injury (K)"
"4637572","BOSTON","12/12/2018","Property damage only (none injured)","Closed","9:30 PM","No injury","2","0","0","Clear","55","42.31784235","-71.05169343","","1","26","No injury","1","1","26","No injury"
"4637572","BOSTON","12/12/2018","Property damage only (none injured)","Closed","9:30 PM","No injury","2","0","0","Clear","55","42.31784235","-71.05169343","","2","35","No injury","1","2","35","No injury"
"4638679","BOSTON","11/20/2018","Non-fatal injury","Closed","12:45 PM","Non-fatal injury - Non-incapacitating","2","0","1","Rain","","42.36381288","-71.05839327","","1","43","Non-fatal injury - Non-incapacitating","","1","43","Non-fatal injury - Non-incapacitating"
"4638679","BOSTON","11/20/2018","Non-fatal injury","Closed","12:45 PM","Non-fatal injury - Non-incapacitating","2","0","1","Rain","","42.36381288","-71.05839327","","2","25","No injury","1","2","25","No injury"
"4638685","BOSTON","11/09/2018","Not Reported","Closed","8:50 PM","Not Applicable","1","0","0","Rain","","42.28264179","-71.14781248","","1","25","Not reported","1","1","25","Not reported"
"4638686","BOSTON","10/09/2018","Property damage only (none injured)","Closed","11:15 AM","No injury","2","0","0","Clear/Clear","","42.28577756","-71.14318338","","1","38","No injury","4","1","38","No injury"
"4638686","BOSTON","10/09/2018","Property damage only (none injured)","Closed","11:15 AM","No injury","2","0","0","Clear/Clear","","42.28577756","-71.14318338","","1","38","No injury","4","2","","Not reported"
"4638686","BOSTON","10/09/2018","Property damage only (none injured)","Closed","11:15 AM","No injury","2","0","0","Clear/Clear","","42.28577756","-71.14318338","","1","38","No injury","4","3","","Not reported"
"4638686","BOSTON","10/09/2018","Property damage only (none injured)","Closed","11:15 AM","No injury","2","0","0","Clear/Clear","","42.28577756","-71.14318338","","1","38","No injury","4","4","","Not reported"
"4638686","BOSTON","10/09/2018","Property damage only (none injured)","Closed","11:15 AM","No injury","2","0","0","Clear/Clear","","42.28577756","-71.14318338","","2","","Not reported","","5","","Not reported"
"4638687","BOSTON","10/29/2018","Not Reported","Closed","11:35 AM","Not reported","2","0","0","Clear/Clear","","42.34018789","-71.14246977","","1","28","Not reported","1","1","28","Not reported"
"4638687","BOSTON","10/29/2018","Not Reported","Closed","11:35 AM","Not reported","2","0","0","Clear/Clear","","42.34018789","-71.14246977","","2","","Not reported","","2","","Not reported"
"4638689","BOSTON","11/10/2018","Not Reported","Closed","4:30 PM","Not reported","3","0","0","Clear","","42.26430471","-71.16297358","","1","","Not reported","","1","","Not reported"
"4638689","BOSTON","11/10/2018","Not Reported","Closed","4:30 PM","Not reported","3","0","0","Clear","","42.26430471","-71.16297358","","2","","Not reported","","2","","Not reported"
"4638689","BOSTON","11/10/2018","Not Reported","Closed","4:30 PM","Not reported","3","0","0","Clear","","42.26430471","-71.16297358","","3","","Not reported","","3","","Not reported"
"4638694","BOSTON","12/03/2018","Property damage only (none injured)","Closed","11:00 AM","No injury","2","0","0","Clear","25","42.38261112","-71.03339546","","1","30","No injury","1","1","30","No injury"
"4638694","BOSTON","12/03/2018","Property damage only (none injured)","Closed","11:00 AM","No injury","2","0","0","Clear","25","42.38261112","-71.03339546","","2","78","No injury","1","2","78","No injury"
"4638747","BOSTON","10/18/2018","Non-fatal injury","Closed","8:44 AM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","25","42.31661425","-71.10312476","","1","76","No injury","1","1","76","No injury"
"4638747","BOSTON","10/18/2018","Non-fatal injury","Closed","8:44 AM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","25","42.31661425","-71.10312476","","","","","","2","42","Non-fatal injury - Non-incapacitating"
"4639306","BOSTON","12/04/2018","Property damage only (none injured)","Closed","1:50 PM","No injury","2","0","0","Clear/Clear","","42.34110849","-71.05634214","","1","49","No injury","1","1","49","No injury"
"4639306","BOSTON","12/04/2018","Property damage only (none injured)","Closed","1:50 PM","No injury","2","0","0","Clear/Clear","","42.34110849","-71.05634214","","2","23","No injury","1","2","23","No injury"
"4639309","BOSTON","12/04/2018","Not Reported","Closed","9:48 AM","Not reported","2","0","0","Clear/Clear","","42.28625777","-71.06413800","","1","28","Not reported","","1","28","Not reported"
"4639309","BOSTON","12/04/2018","Not Reported","Closed","9:48 AM","Not reported","2","0","0","Clear/Clear","","42.28625777","-71.06413800","","2","50","Not reported","1","2","50","Not reported"
"4639527","BOSTON","12/06/2018","Not Reported","Closed","4:00 AM","Not reported","1","0","0","Clear","45","42.37189260","-71.06710308","","1","","Not reported","","1","","Not reported"
"4639604","BOSTON","12/04/2018","Non-fatal injury","Closed","9:51 AM","Non-fatal injury - Possible","1","0","1","Clear","","42.25249362","-71.11823268","","1","30","Non-fatal injury - Possible","1","1","30","Non-fatal injury - Possible"
"4639648","BOSTON","08/22/2018","Not Reported","Closed","11:07 AM","Not reported","4","0","0","Rain/Rain","","42.31603788","-71.08180971","","1","28","Not reported","1","1","28","Not reported"
"4639648","BOSTON","08/22/2018","Not Reported","Closed","11:07 AM","Not reported","4","0","0","Rain/Rain","","42.31603788","-71.08180971","","2","","Not reported","","2","","Not reported"
"4639648","BOSTON","08/22/2018","Not Reported","Closed","11:07 AM","Not reported","4","0","0","Rain/Rain","","42.31603788","-71.08180971","","3","","Not reported","","3","","Not reported"
"4639648","BOSTON","08/22/2018","Not Reported","Closed","11:07 AM","Not reported","4","0","0","Rain/Rain","","42.31603788","-71.08180971","","4","","Not reported","","4","","Not reported"
"4639649","BOSTON","11/26/2018","Non-fatal injury","Closed","12:00 PM","Non-fatal injury - Possible","2","0","1","Clear/Clear","","42.29320152","-71.11666951","","1","90","Non-fatal injury - Possible","1","1","90","Non-fatal injury - Possible"
"4639649","BOSTON","11/26/2018","Non-fatal injury","Closed","12:00 PM","Non-fatal injury - Possible","2","0","1","Clear/Clear","","42.29320152","-71.11666951","","2","","Not reported","","2","","Not reported"
"4640199","BOSTON","11/11/2018","Not Reported","Closed","2:30 PM","Not reported","2","0","0","Clear","","42.30537017","-71.06150371","","1","26","Not reported","2","1","26","Not reported"
"4640199","BOSTON","11/11/2018","Not Reported","Closed","2:30 PM","Not reported","2","0","0","Clear","","42.30537017","-71.06150371","","2","26","Not reported","","2","26","Not reported"
"4641037","BOSTON","12/09/2018","Non-fatal injury","Closed","6:00 PM","Non-fatal injury - Possible","3","0","1","Clear/Clear","30","42.37321394","-71.06216260","","1","60","No injury","1","1","60","No injury"
"4641037","BOSTON","12/09/2018","Non-fatal injury","Closed","6:00 PM","Non-fatal injury - Possible","3","0","1","Clear/Clear","30","42.37321394","-71.06216260","","2","56","No injury","","2","56","No injury"
"4641037","BOSTON","12/09/2018","Non-fatal injury","Closed","6:00 PM","Non-fatal injury - Possible","3","0","1","Clear/Clear","30","42.37321394","-71.06216260","","3","52","Non-fatal injury - Possible","","3","52","Non-fatal injury - Possible"
"4641196","BOSTON","11/17/2018","Non-fatal injury","Closed","1:55 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear/Clear","","42.33295649","-71.09240759","","1","55","Non-fatal injury - Non-incapacitating","2","1","55","Non-fatal injury - Non-incapacitating"
"4641196","BOSTON","11/17/2018","Non-fatal injury","Closed","1:55 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear/Clear","","42.33295649","-71.09240759","","1","55","Non-fatal injury - Non-incapacitating","2","2","48","Non-fatal injury - Non-incapacitating"
"4641196","BOSTON","11/17/2018","Non-fatal injury","Closed","1:55 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear/Clear","","42.33295649","-71.09240759","","2","37","No injury","","3","37","No injury"
"4641197","BOSTON","12/12/2018","Property damage only (none injured)","Closed","7:12 AM","No injury","2","0","0","Clear/Clear","","42.30542854","-71.08510315","","1","51","No injury","4","1","51","No injury"
"4641197","BOSTON","12/12/2018","Property damage only (none injured)","Closed","7:12 AM","No injury","2","0","0","Clear/Clear","","42.30542854","-71.08510315","","1","51","No injury","4","2","13","No injury"
"4641197","BOSTON","12/12/2018","Property damage only (none injured)","Closed","7:12 AM","No injury","2","0","0","Clear/Clear","","42.30542854","-71.08510315","","1","51","No injury","4","3","13","No injury"
"4641197","BOSTON","12/12/2018","Property damage only (none injured)","Closed","7:12 AM","No injury","2","0","0","Clear/Clear","","42.30542854","-71.08510315","","1","51","No injury","4","4","14","No injury"
"4641197","BOSTON","12/12/2018","Property damage only (none injured)","Closed","7:12 AM","No injury","2","0","0","Clear/Clear","","42.30542854","-71.08510315","","2","27","No injury","","5","27","No injury"
"4641198","BOSTON","12/11/2018","Property damage only (none injured)","Closed","7:30 AM","No injury","3","0","0","Clear/Clear","","42.31296609","-71.09259543","","1","25","No injury","2","1","25","No injury"
"4641198","BOSTON","12/11/2018","Property damage only (none injured)","Closed","7:30 AM","No injury","3","0","0","Clear/Clear","","42.31296609","-71.09259543","","1","25","No injury","2","2","15","No injury"
"4641198","BOSTON","12/11/2018","Property damage only (none injured)","Closed","7:30 AM","No injury","3","0","0","Clear/Clear","","42.31296609","-71.09259543","","2","28","No injury","","3","28","No injury"
"4641198","BOSTON","12/11/2018","Property damage only (none injured)","Closed","7:30 AM","No injury","3","0","0","Clear/Clear","","42.31296609","-71.09259543","","3","","Not reported","","4","","Not reported"
"4641199","BOSTON","12/07/2018","Non-fatal injury","Closed","7:07 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","","42.30966021","-71.07318972","","1","29","No injury","1","1","29","No injury"
"4641199","BOSTON","12/07/2018","Non-fatal injury","Closed","7:07 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","","42.30966021","-71.07318972","","2","39","Non-fatal injury - Non-incapacitating","","2","39","No injury"
"4641199","BOSTON","12/07/2018","Non-fatal injury","Closed","7:07 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","","42.30966021","-71.07318972","","2","39","Non-fatal injury - Non-incapacitating","","3","38","Non-fatal injury - Non-incapacitating"
"4641199","BOSTON","12/07/2018","Non-fatal injury","Closed","7:07 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","","42.30966021","-71.07318972","","2","39","Non-fatal injury - Non-incapacitating","","4","8","Non-fatal injury - Non-incapacitating"
"4641199","BOSTON","12/07/2018","Non-fatal injury","Closed","7:07 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","","42.30966021","-71.07318972","","2","39","Non-fatal injury - Non-incapacitating","","5","7","No injury"
"4641201","BOSTON","12/03/2018","Not Reported","Closed","3:45 PM","Not reported","2","0","0","Clear","","42.30725601","-71.08695926","","1","","Not reported","","1","","Not reported"
"4641201","BOSTON","12/03/2018","Not Reported","Closed","3:45 PM","Not reported","2","0","0","Clear","","42.30725601","-71.08695926","","2","","Not reported","","2","","Not reported"
"4641253","BOSTON","12/20/2018","Property damage only (none injured)","Closed","6:15 AM","No injury","2","0","0","Clear","55","42.29626714","-71.04621145","","1","49","No injury","1","1","49","No injury"
"4641253","BOSTON","12/20/2018","Property damage only (none injured)","Closed","6:15 AM","No injury","2","0","0","Clear","55","42.29626714","-71.04621145","","2","","Not reported","1","2","","Not reported"
"4641338","BOSTON","11/04/2018","Property damage only (none injured)","Closed","1:08 PM","No injury","2","0","0","Clear","25","42.30505156","-71.08462458","","1","22","No injury","2","1","22","No injury"
"4641338","BOSTON","11/04/2018","Property damage only (none injured)","Closed","1:08 PM","No injury","2","0","0","Clear","25","42.30505156","-71.08462458","","2","46","No injury","","2","46","No injury"
"4641339","BOSTON","11/27/2018","Property damage only (none injured)","Closed","9:41 AM","No injury","2","0","0","Rain","","42.32015957","-71.07127627","","1","36","No injury","1","1","36","No injury"
"4641339","BOSTON","11/27/2018","Property damage only (none injured)","Closed","9:41 AM","No injury","2","0","0","Rain","","42.32015957","-71.07127627","","2","34","No injury","","2","34","No injury"
"4641643","BOSTON","11/20/2018","Non-fatal injury","Closed","9:00 AM","Non-fatal injury - Incapacitating","1","0","1","Rain","25","42.32520739","-71.07490266","","1","41","No injury","1","1","41","No injury"
"4641643","BOSTON","11/20/2018","Non-fatal injury","Closed","9:00 AM","Non-fatal injury - Incapacitating","1","0","1","Rain","25","42.32520739","-71.07490266","","","","","","2","61","Non-fatal injury - Incapacitating"
"4641644","BOSTON","11/18/2018","Non-fatal injury","Closed","11:41 PM","Non-fatal injury - Possible","1","0","1","Clear","","42.30824219","-71.08128336","","1","24","Non-fatal injury - Possible","1","1","24","Non-fatal injury - Possible"
"4641935","BOSTON","11/16/2018","Property damage only (none injured)","Closed","11:08 AM","No injury","1","0","0","Cloudy","25","42.31000258","-71.05798598","","1","61","No injury","1","1","61","No injury"
"4641936","BOSTON","11/13/2018","Property damage only (none injured)","Closed","8:45 AM","No injury","2","0","0","Rain","","42.35050202","-71.08256908","","1","47","No injury","1","1","47","No injury"
"4641936","BOSTON","11/13/2018","Property damage only (none injured)","Closed","8:45 AM","No injury","2","0","0","Rain","","42.35050202","-71.08256908","","2","33","No injury","1","2","33","No injury"
"4641937","BOSTON","11/14/2018","Not Reported","Closed","1:25 PM","Not Applicable","2","0","0","Clear","25","42.29728893","-71.05659363","","1","45","Not reported","1","1","45","Not reported"
"4641937","BOSTON","11/14/2018","Not Reported","Closed","1:25 PM","Not Applicable","2","0","0","Clear","25","42.29728893","-71.05659363","","2","","Not reported","","2","","Not reported"
"4641938","BOSTON","11/15/2018","Not Reported","Closed","7:30 PM","Not reported","2","0","0","Unknown","","42.30454776","-71.07082152","","1","","Not reported","","1","","Not reported"
"4641938","BOSTON","11/15/2018","Not Reported","Closed","7:30 PM","Not reported","2","0","0","Unknown","","42.30454776","-71.07082152","","2","","Not reported","","2","","Not reported"
"4641939","BOSTON","11/17/2018","Property damage only (none injured)","Closed","3:50 PM","No injury","2","0","0","Clear/Clear","","42.30600913","-71.05879098","","1","35","No injury","1","1","35","No injury"
"4641939","BOSTON","11/17/2018","Property damage only (none injured)","Closed","3:50 PM","No injury","2","0","0","Clear/Clear","","42.30600913","-71.05879098","","2","42","No injury","1","2","42","No injury"
"4641940","BOSTON","11/16/2018","Not Reported","Closed","5:00 PM","Not reported","2","0","0","Other","","42.30811118","-71.05831125","","1","21","Not reported","2","1","21","Not reported"
"4641940","BOSTON","11/16/2018","Not Reported","Closed","5:00 PM","Not reported","2","0","0","Other","","42.30811118","-71.05831125","","1","21","Not reported","2","2","","Not reported"
"4641940","BOSTON","11/16/2018","Not Reported","Closed","5:00 PM","Not reported","2","0","0","Other","","42.30811118","-71.05831125","","2","","Not reported","2","3","","Not reported"
"4641940","BOSTON","11/16/2018","Not Reported","Closed","5:00 PM","Not reported","2","0","0","Other","","42.30811118","-71.05831125","","2","","Not reported","2","4","","Not reported"
"4641941","BOSTON","11/19/2018","Not Reported","Closed","9:30 PM","Not reported","2","0","0","Cloudy/Rain","25","42.31822973","-71.06451797","","1","","Not reported","","1","","Not reported"
"4641941","BOSTON","11/19/2018","Not Reported","Closed","9:30 PM","Not reported","2","0","0","Cloudy/Rain","25","42.31822973","-71.06451797","","2","","Not reported","","2","","Not reported"
"4641942","BOSTON","11/18/2018","Not Reported","Closed","11:38 PM","Non-fatal injury - Possible","2","0","1","Clear/Clear","","42.29328912","-71.07186580","","1","57","Not reported","1","1","57","Not reported"
"4641942","BOSTON","11/18/2018","Not Reported","Closed","11:38 PM","Non-fatal injury - Possible","2","0","1","Clear/Clear","","42.29328912","-71.07186580","","2","25","Non-fatal injury - Possible","2","2","25","Non-fatal injury - Possible"
"4641942","BOSTON","11/18/2018","Not Reported","Closed","11:38 PM","Non-fatal injury - Possible","2","0","1","Clear/Clear","","42.29328912","-71.07186580","","2","25","Non-fatal injury - Possible","2","3","43","Not reported"
"4641943","BOSTON","11/06/2018","Non-fatal injury","Closed","4:25 AM","Non-fatal injury - Possible","2","0","2","Cloudy/Rain","25","42.33595067","-71.08009983","","1","45","Non-fatal injury - Possible","1","1","45","Non-fatal injury - Possible"
"4641943","BOSTON","11/06/2018","Non-fatal injury","Closed","4:25 AM","Non-fatal injury - Possible","2","0","2","Cloudy/Rain","25","42.33595067","-71.08009983","","2","37","Non-fatal injury - Possible","1","2","37","Non-fatal injury - Possible"
"4641944","BOSTON","11/06/2018","Non-fatal injury","Closed","7:10 AM","Non-fatal injury - Incapacitating","2","0","1","Clear","","42.33669014","-71.06902252","","1","35","Non-fatal injury - Incapacitating","1","1","35","Non-fatal injury - Incapacitating"
"4641944","BOSTON","11/06/2018","Non-fatal injury","Closed","7:10 AM","Non-fatal injury - Incapacitating","2","0","1","Clear","","42.33669014","-71.06902252","","2","24","No injury","1","2","24","No injury"
"4641945","BOSTON","11/05/2018","Property damage only (none injured)","Closed","10:55 PM","No injury","2","0","0","Clear/Clear","","42.32860605","-71.08274660","","1","26","No injury","1","1","26","No injury"
"4641945","BOSTON","11/05/2018","Property damage only (none injured)","Closed","10:55 PM","No injury","2","0","0","Clear/Clear","","42.32860605","-71.08274660","","2","24","No injury","1","2","24","No injury"
"4641946","BOSTON","11/02/2018","Not Reported","Closed","5:30 AM","Not reported","2","0","0","Rain/Rain","","42.33695712","-71.09366563","","1","26","Not reported","1","1","26","Not reported"
"4641946","BOSTON","11/02/2018","Not Reported","Closed","5:30 AM","Not reported","2","0","0","Rain/Rain","","42.33695712","-71.09366563","","2","77","Not reported","1","2","77","Not reported"
"4641947","BOSTON","11/08/2018","Non-fatal injury","Closed","3:40 PM","Non-fatal injury - Non-incapacitating","1","0","1","Clear/Clear","","42.31777681","-71.08873354","","1","56","Non-fatal injury - Non-incapacitating","1","1","56","Non-fatal injury - Non-incapacitating"
"4641948","BOSTON","11/14/2018","Non-fatal injury","Closed","5:11 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","","42.32815384","-71.09699520","","1","39","Non-fatal injury - Non-incapacitating","2","1","39","Non-fatal injury - Non-incapacitating"
"4641948","BOSTON","11/14/2018","Non-fatal injury","Closed","5:11 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","","42.32815384","-71.09699520","","1","39","Non-fatal injury - Non-incapacitating","2","2","40","Non-fatal injury - Non-incapacitating"
"4641948","BOSTON","11/14/2018","Non-fatal injury","Closed","5:11 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","","42.32815384","-71.09699520","","2","25","No injury","2","3","25","No injury"
"4641948","BOSTON","11/14/2018","Non-fatal injury","Closed","5:11 PM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","","42.32815384","-71.09699520","","2","25","No injury","2","4","24","No injury"
"4642257","BOSTON","11/19/2018","Non-fatal injury","Closed","9:46 AM","Non-fatal injury - Possible","2","0","1","Cloudy/Rain","","42.29488857","-71.07563141","","1","57","Non-fatal injury - Possible","1","1","57","Non-fatal injury - Possible"
"4642257","BOSTON","11/19/2018","Non-fatal injury","Closed","9:46 AM","Non-fatal injury - Possible","2","0","1","Cloudy/Rain","","42.29488857","-71.07563141","","2","22","No injury","2","2","22","No injury"
"4642257","BOSTON","11/19/2018","Non-fatal injury","Closed","9:46 AM","Non-fatal injury - Possible","2","0","1","Cloudy/Rain","","42.29488857","-71.07563141","","2","22","No injury","2","3","23","No injury"
"4642258","BOSTON","11/07/2018","Property damage only (none injured)","Closed","12:07 PM","No injury","2","0","0","Clear","","42.33256321","-71.07208670","","1","31","No injury","1","1","31","No injury"
"4642258","BOSTON","11/07/2018","Property damage only (none injured)","Closed","12:07 PM","No injury","2","0","0","Clear","","42.33256321","-71.07208670","","2","63","No injury","1","2","63","No injury"
"4642261","BOSTON","11/01/2018","Not Reported","Closed","6:00 PM","Not reported","2","0","0","Rain/Rain","","42.33462770","-71.07596272","","1","","Not reported","","1","","Not reported"
"4642261","BOSTON","11/01/2018","Not Reported","Closed","6:00 PM","Not reported","2","0","0","Rain/Rain","","42.33462770","-71.07596272","","2","","Not reported","","2","","Not reported"
"4642262","BOSTON","11/22/2018","Property damage only (none injured)","Closed","11:27 PM","No injury","2","0","0","Rain/Rain","","42.32393881","-71.09669423","","1","","No injury","","1","","No injury"
"4642262","BOSTON","11/22/2018","Property damage only (none injured)","Closed","11:27 PM","No injury","2","0","0","Rain/Rain","","42.32393881","-71.09669423","","2","","Unknown","","2","","Unknown"
"4642263","BOSTON","11/03/2018","Not Reported","Closed","8:08 PM","Not reported","2","0","0","Clear","","42.31261841","-71.08774439","","1","27","Not reported","1","1","27","Not reported"
"4642263","BOSTON","11/03/2018","Not Reported","Closed","8:08 PM","Not reported","2","0","0","Clear","","42.31261841","-71.08774439","","2","","Not reported","","2","","Not reported"
"4642413","BOSTON","12/26/2018","Property damage only (none injured)","Closed","11:40 AM","No injury","3","0","0","Clear","45","42.36374339","-71.05814864","","1","32","No injury","1","1","32","No injury"
"4642413","BOSTON","12/26/2018","Property damage only (none injured)","Closed","11:40 AM","No injury","3","0","0","Clear","45","42.36374339","-71.05814864","","2","41","No injury","1","2","41","No injury"
"4642413","BOSTON","12/26/2018","Property damage only (none injured)","Closed","11:40 AM","No injury","3","0","0","Clear","45","42.36374339","-71.05814864","","3","59","No injury","1","3","59","No injury"
"4643219","BOSTON","12/23/2018","Property damage only (none injured)","Closed","10:35 PM","No injury","2","0","0","Clear","45","42.35812039","-71.05138669","","1","50","No injury","2","1","50","No injury"
"4643219","BOSTON","12/23/2018","Property damage only (none injured)","Closed","10:35 PM","No injury","2","0","0","Clear","45","42.35812039","-71.05138669","","2","30","No injury","1","2","30","No injury"
"4643220","BOSTON","12/24/2018","Property damage only (none injured)","Closed","2:25 AM","No injury","1","0","0","Clear","45","42.37189701","-71.06710207","","1","32","No injury","1","1","32","No injury"
"4643221","BOSTON","12/24/2018","Property damage only (none injured)","Closed","10:30 PM","No injury","1","0","0","Clear","25","42.33713588","-71.06464650","","1","32","No injury","1","1","32","No injury"
"4643326","BOSTON","12/29/2018","Property damage only (none injured)","Closed","10:00 AM","No injury","2","0","0","Clear","10","42.35884796","-71.02478207","","1","56","No injury","1","1","56","No injury"
"4643326","BOSTON","12/29/2018","Property damage only (none injured)","Closed","10:00 AM","No injury","2","0","0","Clear","10","42.35884796","-71.02478207","","2","24","No injury","1","2","24","No injury"
"4643328","BOSTON","11/03/2018","Property damage only (none injured)","Closed","1:10 AM","No injury","2","0","0","Rain","25","42.32439436","-71.11465960","","1","24","No injury","1","1","24","No injury"
"4643328","BOSTON","11/03/2018","Property damage only (none injured)","Closed","1:10 AM","No injury","2","0","0","Rain","25","42.32439436","-71.11465960","","2","26","No injury","1","2","26","No injury"
"4643329","BOSTON","12/27/2018","Property damage only (none injured)","Closed","10:25 PM","No injury","2","0","0","Clear","30","42.36458967","-71.06975617","","1","27","No injury","2","1","27","No injury"
"4643329","BOSTON","12/27/2018","Property damage only (none injured)","Closed","10:25 PM","No injury","2","0","0","Clear","30","42.36458967","-71.06975617","","1","27","No injury","2","2","68","No injury"
"4643329","BOSTON","12/27/2018","Property damage only (none injured)","Closed","10:25 PM","No injury","2","0","0","Clear","30","42.36458967","-71.06975617","","2","37","No injury","3","3","37","No injury"
"4643329","BOSTON","12/27/2018","Property damage only (none injured)","Closed","10:25 PM","No injury","2","0","0","Clear","30","42.36458967","-71.06975617","","2","37","No injury","3","4","19","No injury"
"4643329","BOSTON","12/27/2018","Property damage only (none injured)","Closed","10:25 PM","No injury","2","0","0","Clear","30","42.36458967","-71.06975617","","2","37","No injury","3","5","18","No injury"
"4643330","BOSTON","12/15/2018","Property damage only (none injured)","Closed","12:30 AM","No injury","1","0","0","Clear","35","42.35859116","-71.15906671","","1","63","No injury","1","1","63","No injury"
"4643334","BOSTON","11/29/2018","Property damage only (none injured)","Closed","2:55 AM","No injury","1","0","0","Clear","35","42.32845501","-71.05258757","","1","26","No injury","1","1","26","No injury"
"4643335","BOSTON","12/07/2018","Property damage only (none injured)","Closed","2:45 PM","No injury","2","0","0","Clear","45","42.34649103","-71.06174782","","1","60","No injury","1","1","60","No injury"
"4643335","BOSTON","12/07/2018","Property damage only (none injured)","Closed","2:45 PM","No injury","2","0","0","Clear","45","42.34649103","-71.06174782","","2","28","No injury","1","2","28","No injury"
"4643336","BOSTON","12/20/2018","Property damage only (none injured)","Closed","11:18 PM","No injury","1","0","0","Cloudy/Rain","25","42.33564410","-71.06483991","","1","38","No injury","1","1","38","No injury"
"4643337","BOSTON","12/21/2018","Non-fatal injury","Closed","2:22 PM","Non-fatal injury - Non-incapacitating","2","0","1","Not Reported","45","42.35812039","-71.05138669","","1","19","No injury","1","1","19","No injury"
"4643337","BOSTON","12/21/2018","Non-fatal injury","Closed","2:22 PM","Non-fatal injury - Non-incapacitating","2","0","1","Not Reported","45","42.35812039","-71.05138669","","2","33","Non-fatal injury - Non-incapacitating","3","2","33","No injury"
"4643337","BOSTON","12/21/2018","Non-fatal injury","Closed","2:22 PM","Non-fatal injury - Non-incapacitating","2","0","1","Not Reported","45","42.35812039","-71.05138669","","2","33","Non-fatal injury - Non-incapacitating","3","3","55","No injury"
"4643337","BOSTON","12/21/2018","Non-fatal injury","Closed","2:22 PM","Non-fatal injury - Non-incapacitating","2","0","1","Not Reported","45","42.35812039","-71.05138669","","2","33","Non-fatal injury - Non-incapacitating","3","4","76","Non-fatal injury - Non-incapacitating"
