crash_numb,city_town_name,crash_date,crash_severity_descr,crash_status,crash_time_2,max_injr_svrty_cl,numb_vehc,numb_fatal_injr,numb_nonfatal_injr,weath_cond_descr,speed_limit,lat,lon,dist_dirc_exit,vehc_unit_numb,driver_age,max_injr_svrty_vl,total_occpt_in_vehc,pers_numb,age,injy_stat_descr
"4576240","BOSTON","08/03/2018","Non-fatal injury","Closed","9:52 AM","Non-fatal injury - Possible","2","0","1","Clear","55","42.34151302","-71.06295882","","2","46","No injury","1","3","46","No injury"
"4576238","BOSTON","08/02/2018","Property damage only (none injured)","Closed","4:50 PM","No injury","2","0","0","Clear","25","42.37515454","-71.07304629","","1","50","No injury","4","4","16","No injury"
"4576238","BOSTON","08/02/2018","Property damage only (none injured)","Closed","4:50 PM","No injury","2","0","0","Clear","25","42.37515454","-71.07304629","","1","50","No injury","4","3","12","No injury"
"4576238","BOSTON","08/02/2018","Property damage only (none injured)","Closed","4:50 PM","No injury","2","0","0","Clear","25","42.37515454","-71.07304629","","1","50","No injury","4","2","47","No injury"
"4576238","BOSTON","08/02/2018","Property damage only (none injured)","Closed","4:50 PM","No injury","2","0","0","Clear","25","42.37515454","-71.07304629","","1","50","No injury","4","1","50","No injury"
"4576238","BOSTON","08/02/2018","Property damage only (none injured)","Closed","4:50 PM","No injury","2","0","0","Clear","25","42.37515454","-71.07304629","","2","30","No injury","1","5","30","No injury"
"4576237","BOSTON","07/31/2018","Non-fatal injury","Closed","5:00 PM","Non-fatal injury - Possible","2","0","1","Clear","45","42.34817992","-71.04791985","","1","55","Non-fatal injury - Possible","1","1","55","Non-fatal injury - Possible"
"4576237","BOSTON","07/31/2018","Non-fatal injury","Closed","5:00 PM","Non-fatal injury - Possible","2","0","1","Clear","45","42.34817992","-71.04791985","","2","57","No injury","1","2","57","No injury"
"4576236","BOSTON","07/31/2018","Non-fatal injury","Closed","9:46 AM","Non-fatal injury - Non-incapacitating","2","0","1","Cloudy","45","42.36767147","-71.02564409","","1","59","No injury","1","1","59","No injury"
"4576236","BOSTON","07/31/2018","Non-fatal injury","Closed","9:46 AM","Non-fatal injury - Non-incapacitating","2","0","1","Cloudy","45","42.36767147","-71.02564409","","2","62","Non-fatal injury - Non-incapacitating","1","2","62","Non-fatal injury - Non-incapacitating"
"4576235","BOSTON","07/30/2018","Property damage only (none injured)","Closed","10:20 AM","No injury","1","0","0","Clear","55","42.36405267","-71.05807910","","1","28","No injury","1","1","28","No injury"
"4576234","BOSTON","07/25/2018","Property damage only (none injured)","Closed","8:15 AM","No injury","2","0","0","Clear","35","42.34792555","-71.09158699","","1","23","No injury","1","1","23","No injury"
"4576234","BOSTON","07/25/2018","Property damage only (none injured)","Closed","8:15 AM","No injury","2","0","0","Clear","35","42.34792555","-71.09158699","","2","32","No injury","1","2","32","No injury"
"4576233","BOSTON","07/17/2018","Property damage only (none injured)","Closed","3:01 PM","No injury","1","0","0","Rain","35","42.35667482","-71.12757429","","1","27","No injury","1","1","27","No injury"
"4576232","BOSTON","07/15/2018","Property damage only (none injured)","Closed","1:50 PM","No injury","2","0","0","Clear","45","42.32736015","-71.05832024","","1","21","No injury","1","1","21","No injury"
"4576232","BOSTON","07/15/2018","Property damage only (none injured)","Closed","1:50 PM","No injury","2","0","0","Clear","45","42.32736015","-71.05832024","","2","22","No injury","1","2","22","No injury"
"4576231","BOSTON","08/03/2018","Property damage only (none injured)","Closed","8:15 PM","No injury","3","0","0","Cloudy","55","42.28399212","-71.04386967","","","","","","7","6","No injury"
"4576231","BOSTON","08/03/2018","Property damage only (none injured)","Closed","8:15 PM","No injury","3","0","0","Cloudy","55","42.28399212","-71.04386967","","","","","","6","10","No injury"
"4576231","BOSTON","08/03/2018","Property damage only (none injured)","Closed","8:15 PM","No injury","3","0","0","Cloudy","55","42.28399212","-71.04386967","","2","32","No injury","3","4","10","No injury"
"4576231","BOSTON","08/03/2018","Property damage only (none injured)","Closed","8:15 PM","No injury","3","0","0","Cloudy","55","42.28399212","-71.04386967","","2","32","No injury","3","3","6","No injury"
"4576231","BOSTON","08/03/2018","Property damage only (none injured)","Closed","8:15 PM","No injury","3","0","0","Cloudy","55","42.28399212","-71.04386967","","1","24","No injury","1","1","24","No injury"
"4576231","BOSTON","08/03/2018","Property damage only (none injured)","Closed","8:15 PM","No injury","3","0","0","Cloudy","55","42.28399212","-71.04386967","","2","32","No injury","3","2","32","No injury"
"4576231","BOSTON","08/03/2018","Property damage only (none injured)","Closed","8:15 PM","No injury","3","0","0","Cloudy","55","42.28399212","-71.04386967","","3","23","No injury","1","5","23","No injury"
"4575602","BOSTON","07/29/2018","Non-fatal injury","Closed","11:17 PM","Non-fatal injury - Incapacitating","1","0","1","Clear","35","42.27902213","-71.08045927","","1","38","No injury","1","1","38","No injury"
"4575602","BOSTON","07/29/2018","Non-fatal injury","Closed","11:17 PM","Non-fatal injury - Incapacitating","1","0","1","Clear","35","42.27902213","-71.08045927","","","","","","2","29","Non-fatal injury - Incapacitating"
"4575600","BOSTON","06/29/2018","Non-fatal injury","Closed","7:49 AM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","25","42.28912894","-71.09465562","","1","37","Non-fatal injury - Non-incapacitating","1","1","37","Non-fatal injury - Non-incapacitating"
"4575600","BOSTON","06/29/2018","Non-fatal injury","Closed","7:49 AM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","25","42.28912894","-71.09465562","","2","33","No injury","1","2","33","No injury"
"4575599","BOSTON","07/23/2018","Non-fatal injury","Closed","9:09 AM","Non-fatal injury - Non-incapacitating","3","0","1","Clear","55","42.29626714","-71.04621145","","2","86","Non-fatal injury - Non-incapacitating","1","2","86","Non-fatal injury - Non-incapacitating"
"4575599","BOSTON","07/23/2018","Non-fatal injury","Closed","9:09 AM","Non-fatal injury - Non-incapacitating","3","0","1","Clear","55","42.29626714","-71.04621145","","1","57","No injury","1","1","57","No injury"
"4575599","BOSTON","07/23/2018","Non-fatal injury","Closed","9:09 AM","Non-fatal injury - Non-incapacitating","3","0","1","Clear","55","42.29626714","-71.04621145","","3","22","No injury","1","3","22","No injury"
"4575598","BOSTON","07/22/2018","Property damage only (none injured)","Closed","12:08 AM","No injury","2","0","0","Clear","55","42.32414632","-71.05560514","","1","44","No injury","1","1","44","No injury"
"4575598","BOSTON","07/22/2018","Property damage only (none injured)","Closed","12:08 AM","No injury","2","0","0","Clear","55","42.32414632","-71.05560514","","2","18","No injury","1","2","18","No injury"
"4575597","BOSTON","07/20/2018","Property damage only (none injured)","Closed","8:53 AM","No injury","3","0","0","Clear","55","42.28399212","-71.04386967","","2","28","No injury","1","2","28","No injury"
"4575597","BOSTON","07/20/2018","Property damage only (none injured)","Closed","8:53 AM","No injury","3","0","0","Clear","55","42.28399212","-71.04386967","","1","51","No injury","1","1","51","No injury"
"4575597","BOSTON","07/20/2018","Property damage only (none injured)","Closed","8:53 AM","No injury","3","0","0","Clear","55","42.28399212","-71.04386967","","3","27","No injury","1","3","27","No injury"
"4575596","BOSTON","07/26/2018","Property damage only (none injured)","Closed","6:40 AM","No injury","2","0","0","Clear","30","42.34044300","-71.10982073","","1","24","No injury","2","1","24","No injury"
"4575596","BOSTON","07/26/2018","Property damage only (none injured)","Closed","6:40 AM","No injury","2","0","0","Clear","30","42.34044300","-71.10982073","","2","29","No injury","1","2","29","No injury"
"4575595","BOSTON","07/21/2018","Non-fatal injury","Closed","3:26 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","30","42.35184381","-71.09112883","","1","20","No injury","2","1","20","No injury"
"4575595","BOSTON","07/21/2018","Non-fatal injury","Closed","3:26 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","30","42.35184381","-71.09112883","","1","20","No injury","2","2","21","No injury"
"4575595","BOSTON","07/21/2018","Non-fatal injury","Closed","3:26 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","30","42.35184381","-71.09112883","","2","25","Non-fatal injury - Non-incapacitating","1","3","25","Non-fatal injury - Non-incapacitating"
"4575545","BOSTON","07/18/2018","Property damage only (none injured)","Closed","5:32 PM","No injury","2","0","0","Clear","25","42.32146678","-71.05215475","","1","28","No injury","1","1","28","No injury"
"4575545","BOSTON","07/18/2018","Property damage only (none injured)","Closed","5:32 PM","No injury","2","0","0","Clear","25","42.32146678","-71.05215475","","2","27","No injury","1","2","27","No injury"
"4575544","BOSTON","07/14/2018","Property damage only (none injured)","Closed","12:24 AM","No injury","2","0","0","Clear","30","42.28386382","-71.04676788","","1","67","No injury","1","1","67","No injury"
"4575544","BOSTON","07/14/2018","Property damage only (none injured)","Closed","12:24 AM","No injury","2","0","0","Clear","30","42.28386382","-71.04676788","","2","58","No injury","2","2","58","No injury"
"4575476","BOSTON","07/23/2018","Property damage only (none injured)","Closed","6:00 AM","No injury","1","0","0","Cloudy","55","42.35684073","-71.12697858","","1","27","No injury","1","1","27","No injury"
"4574954","BOSTON","07/30/2018","Non-fatal injury","Closed","3:10 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","45","42.36407626","-71.05846131","","1","68","Non-fatal injury - Non-incapacitating","7","1","68","No injury"
"4574954","BOSTON","07/30/2018","Non-fatal injury","Closed","3:10 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","45","42.36407626","-71.05846131","","1","68","Non-fatal injury - Non-incapacitating","7","2","51","Non-fatal injury - Non-incapacitating"
"4574954","BOSTON","07/30/2018","Non-fatal injury","Closed","3:10 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","45","42.36407626","-71.05846131","","2","49","No injury","1","3","49","No injury"
"4574953","BOSTON","07/30/2018","Property damage only (none injured)","Closed","5:09 AM","No injury","2","0","0","Clear","45","42.36374339","-71.05814864","","1","23","No injury","1","1","23","No injury"
"4574953","BOSTON","07/30/2018","Property damage only (none injured)","Closed","5:09 AM","No injury","2","0","0","Clear","45","42.36374339","-71.05814864","","2","48","No injury","1","2","48","No injury"
"4574951","BOSTON","07/19/2018","Non-fatal injury","Closed","2:14 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","25","42.36106676","-71.14625944","","1","27","No injury","1","1","27","No injury"
"4574951","BOSTON","07/19/2018","Non-fatal injury","Closed","2:14 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","25","42.36106676","-71.14625944","","2","24","Non-fatal injury - Non-incapacitating","1","2","24","Non-fatal injury - Non-incapacitating"
"4574922","BOSTON","07/22/2018","Property damage only (none injured)","Closed","12:45 PM","No injury","2","0","0","Rain","35","42.28507715","-71.14771343","","1","65","No injury","2","1","65","No injury"
"4574922","BOSTON","07/22/2018","Property damage only (none injured)","Closed","12:45 PM","No injury","2","0","0","Rain","35","42.28507715","-71.14771343","","2","43","No injury","1","2","43","No injury"
"4574821","BOSTON","07/25/2018","Property damage only (none injured)","Closed","5:53 PM","No injury","2","0","0","Clear","25","42.35859766","-71.15902971","","1","31","No injury","1","1","31","No injury"
"4574821","BOSTON","07/25/2018","Property damage only (none injured)","Closed","5:53 PM","No injury","2","0","0","Clear","25","42.35859766","-71.15902971","","2","49","No injury","3","2","49","No injury"
"4574818","BOSTON","07/22/2018","Property damage only (none injured)","Closed","10:00 AM","No injury","1","0","0","Cloudy/Rain","40","42.37237831","-71.12775014","","1","19","No injury","1","1","19","No injury"
"4574731","BOSTON","07/27/2018","Property damage only (none injured)","Closed","1:07 PM","No injury","1","0","0","Clear","30","42.28651030","-71.09341525","","1","60","No injury","3","1","60","No injury"
"4574472","BOSTON","07/25/2018","Non-fatal injury","Closed","3:44 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","30","42.28479818","-71.09257895","","1","36","No injury","1","1","36","No injury"
"4574472","BOSTON","07/25/2018","Non-fatal injury","Closed","3:44 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","30","42.28479818","-71.09257895","","2","26","Non-fatal injury - Non-incapacitating","1","2","26","Non-fatal injury - Non-incapacitating"
"4574469","BOSTON","07/18/2018","Property damage only (none injured)","Closed","8:13 PM","No injury","2","0","0","Clear","35","42.23515175","-71.12496131","","1","26","No injury","1","1","26","No injury"
"4574469","BOSTON","07/18/2018","Property damage only (none injured)","Closed","8:13 PM","No injury","2","0","0","Clear","35","42.23515175","-71.12496131","","2","57","No injury","1","2","57","No injury"
"4574465","BOSTON","07/16/2018","Property damage only (none injured)","Closed","8:30 PM","No injury","2","0","0","Clear","35","42.28593502","-71.09319634","","1","23","No injury","1","1","23","No injury"
"4574465","BOSTON","07/16/2018","Property damage only (none injured)","Closed","8:30 PM","No injury","2","0","0","Clear","35","42.28593502","-71.09319634","","2","25","No injury","1","2","25","No injury"
"4574461","BOSTON","07/05/2018","Non-fatal injury","Closed","10:22 AM","Non-fatal injury - Non-incapacitating","4","0","1","Clear","55","42.29993922","-71.04814020","","2","27","No injury","1","2","27","No injury"
"4574461","BOSTON","07/05/2018","Non-fatal injury","Closed","10:22 AM","Non-fatal injury - Non-incapacitating","4","0","1","Clear","55","42.29993922","-71.04814020","","1","75","No injury","1","1","75","No injury"
"4574461","BOSTON","07/05/2018","Non-fatal injury","Closed","10:22 AM","Non-fatal injury - Non-incapacitating","4","0","1","Clear","55","42.29993922","-71.04814020","","3","36","No injury","4","3","36","No injury"
"4574461","BOSTON","07/05/2018","Non-fatal injury","Closed","10:22 AM","Non-fatal injury - Non-incapacitating","4","0","1","Clear","55","42.29993922","-71.04814020","","4","60","Non-fatal injury - Non-incapacitating","1","4","60","Non-fatal injury - Non-incapacitating"
"4574459","BOSTON","07/10/2018","Property damage only (none injured)","Closed","8:45 AM","No injury","3","0","0","Clear","35","42.34505018","-71.09068989","","2","47","No injury","1","2","47","No injury"
"4574459","BOSTON","07/10/2018","Property damage only (none injured)","Closed","8:45 AM","No injury","3","0","0","Clear","35","42.34505018","-71.09068989","","1","32","No injury","1","1","32","No injury"
"4574459","BOSTON","07/10/2018","Property damage only (none injured)","Closed","8:45 AM","No injury","3","0","0","Clear","35","42.34505018","-71.09068989","","3","20","No injury","1","3","20","No injury"
"4574306","BOSTON","07/14/2018","Property damage only (none injured)","Closed","11:34 PM","No injury","2","0","0","Cloudy/Rain","55","42.28399212","-71.04386967","","1","58","No injury","2","1","58","No injury"
"4574306","BOSTON","07/14/2018","Property damage only (none injured)","Closed","11:34 PM","No injury","2","0","0","Cloudy/Rain","55","42.28399212","-71.04386967","","1","58","No injury","2","2","52","Not reported"
"4574306","BOSTON","07/14/2018","Property damage only (none injured)","Closed","11:34 PM","No injury","2","0","0","Cloudy/Rain","55","42.28399212","-71.04386967","","2","51","No injury","1","3","51","No injury"
"4574205","BOSTON","07/20/2018","Property damage only (none injured)","Closed","7:56 AM","No injury","3","0","0","Clear","10","42.34846241","-71.04009577","","2","","Not reported","","2","","Not reported"
"4574205","BOSTON","07/20/2018","Property damage only (none injured)","Closed","7:56 AM","No injury","3","0","0","Clear","10","42.34846241","-71.04009577","","1","54","No injury","1","1","54","No injury"
"4574205","BOSTON","07/20/2018","Property damage only (none injured)","Closed","7:56 AM","No injury","3","0","0","Clear","10","42.34846241","-71.04009577","","3","","Not reported","2","3","","Not reported"
"4573839","BOSTON","07/30/2018","Property damage only (none injured)","Closed","7:45 AM","No injury","2","0","0","Clear","45","42.36374339","-71.05814864","","1","27","No injury","1","1","27","No injury"
"4573839","BOSTON","07/30/2018","Property damage only (none injured)","Closed","7:45 AM","No injury","2","0","0","Clear","45","42.36374339","-71.05814864","","2","34","No injury","1","2","34","No injury"
"4573838","BOSTON","07/30/2018","Property damage only (none injured)","Closed","6:55 AM","No injury","2","0","0","Clear","45","42.36405267","-71.05807910","","1","68","No injury","1","1","68","No injury"
"4573838","BOSTON","07/30/2018","Property damage only (none injured)","Closed","6:55 AM","No injury","2","0","0","Clear","45","42.36405267","-71.05807910","","2","25","No injury","1","2","25","No injury"
"4573837","BOSTON","07/29/2018","Property damage only (none injured)","Closed","3:20 PM","No injury","3","0","0","Clear","45","42.35812039","-71.05138669","","1","35","No injury","1","1","35","No injury"
"4573837","BOSTON","07/29/2018","Property damage only (none injured)","Closed","3:20 PM","No injury","3","0","0","Clear","45","42.35812039","-71.05138669","","3","29","No injury","2","4","6","No injury"
"4573837","BOSTON","07/29/2018","Property damage only (none injured)","Closed","3:20 PM","No injury","3","0","0","Clear","45","42.35812039","-71.05138669","","2","58","No injury","1","2","58","No injury"
"4573837","BOSTON","07/29/2018","Property damage only (none injured)","Closed","3:20 PM","No injury","3","0","0","Clear","45","42.35812039","-71.05138669","","3","29","No injury","2","3","29","No injury"
"4573830","BOSTON","07/17/2018","Property damage only (none injured)","Closed","11:25 AM","No injury","2","0","0","Clear","35","42.35696457","-71.12722854","","1","56","No injury","1","1","56","No injury"
"4573830","BOSTON","07/17/2018","Property damage only (none injured)","Closed","11:25 AM","No injury","2","0","0","Clear","35","42.35696457","-71.12722854","","2","29","No injury","1","2","29","No injury"
"4573768","BOSTON","07/30/2018","Property damage only (none injured)","Closed","1:50 PM","No injury","2","0","0","Clear","45","42.35707263","-71.05143494","","1","42","No injury","1","1","42","No injury"
"4573768","BOSTON","07/30/2018","Property damage only (none injured)","Closed","1:50 PM","No injury","2","0","0","Clear","45","42.35707263","-71.05143494","","2","","Not reported","1","2","","Not reported"
"4573767","BOSTON","07/30/2018","Property damage only (none injured)","Closed","9:45 AM","No injury","2","0","0","Clear","45","42.36374339","-71.05814864","","1","59","No injury","2","1","59","No injury"
"4573767","BOSTON","07/30/2018","Property damage only (none injured)","Closed","9:45 AM","No injury","2","0","0","Clear","45","42.36374339","-71.05814864","","2","28","No injury","1","2","28","No injury"
"4573650","BOSTON","07/23/2018","Non-fatal injury","Closed","3:30 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","55","42.36469432","-71.02483617","","1","39","No injury","1","1","39","No injury"
"4573650","BOSTON","07/23/2018","Non-fatal injury","Closed","3:30 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","55","42.36469432","-71.02483617","","2","28","Non-fatal injury - Non-incapacitating","3","2","28","Non-fatal injury - Non-incapacitating"
"4573275","BOSTON","07/27/2018","Non-fatal injury","Closed","11:45 PM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","25","42.33256321","-71.07208670","","1","41","No injury","1","1","41","No injury"
"4573275","BOSTON","07/27/2018","Non-fatal injury","Closed","11:45 PM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","25","42.33256321","-71.07208670","","","","","","2","62","Non-fatal injury - Non-incapacitating"
"4573274","BOSTON","07/26/2018","Property damage only (none injured)","Closed","3:45 PM","No injury","2","0","0","Cloudy/Rain","45","42.35812039","-71.05138669","","1","52","No injury","1","1","52","No injury"
"4573274","BOSTON","07/26/2018","Property damage only (none injured)","Closed","3:45 PM","No injury","2","0","0","Cloudy/Rain","45","42.35812039","-71.05138669","","2","26","No injury","3","2","26","No injury"
"4573273","BOSTON","07/26/2018","Property damage only (none injured)","Closed","1:40 PM","No injury","2","0","0","Cloudy","45","42.34056316","-71.06303789","","1","62","No injury","1","1","62","No injury"
"4573273","BOSTON","07/26/2018","Property damage only (none injured)","Closed","1:40 PM","No injury","2","0","0","Cloudy","45","42.34056316","-71.06303789","","2","72","No injury","1","2","72","No injury"
"4573272","BOSTON","07/26/2018","Property damage only (none injured)","Closed","12:15 PM","No injury","3","0","0","Cloudy","55","42.33364341","-71.06395889","","2","61","No injury","1","2","61","No injury"
"4573272","BOSTON","07/26/2018","Property damage only (none injured)","Closed","12:15 PM","No injury","3","0","0","Cloudy","55","42.33364341","-71.06395889","","1","53","No injury","1","1","53","No injury"
"4573272","BOSTON","07/26/2018","Property damage only (none injured)","Closed","12:15 PM","No injury","3","0","0","Cloudy","55","42.33364341","-71.06395889","","3","29","No injury","1","3","29","No injury"
"4573271","BOSTON","07/26/2018","Property damage only (none injured)","Closed","7:55 AM","No injury","3","0","0","Clear","45","42.35707263","-71.05143494","","1","31","No injury","1","1","31","No injury"
"4573271","BOSTON","07/26/2018","Property damage only (none injured)","Closed","7:55 AM","No injury","3","0","0","Clear","45","42.35707263","-71.05143494","","2","27","No injury","1","2","27","No injury"
"4573271","BOSTON","07/26/2018","Property damage only (none injured)","Closed","7:55 AM","No injury","3","0","0","Clear","45","42.35707263","-71.05143494","","3","27","No injury","1","3","27","No injury"
"4573270","BOSTON","07/26/2018","Property damage only (none injured)","Closed","7:10 AM","No injury","2","0","0","Clear","45","42.35707263","-71.05143494","","1","57","No injury","222","1","57","No injury"
"4573270","BOSTON","07/26/2018","Property damage only (none injured)","Closed","7:10 AM","No injury","2","0","0","Clear","45","42.35707263","-71.05143494","","1","57","No injury","222","2","","No injury"
"4573270","BOSTON","07/26/2018","Property damage only (none injured)","Closed","7:10 AM","No injury","2","0","0","Clear","45","42.35707263","-71.05143494","","2","46","No injury","1","3","46","No injury"
"4573269","BOSTON","07/25/2018","Non-fatal injury","Closed","3:19 PM","Non-fatal injury - Possible","3","0","1","Cloudy/Rain","55","42.38185362","-71.07719233","","1","56","No injury","1","1","56","No injury"
"4573269","BOSTON","07/25/2018","Non-fatal injury","Closed","3:19 PM","Non-fatal injury - Possible","3","0","1","Cloudy/Rain","55","42.38185362","-71.07719233","","2","25","No injury","1","2","25","No injury"
"4573269","BOSTON","07/25/2018","Non-fatal injury","Closed","3:19 PM","Non-fatal injury - Possible","3","0","1","Cloudy/Rain","55","42.38185362","-71.07719233","","3","36","Non-fatal injury - Possible","1","3","36","Non-fatal injury - Possible"
"4573268","BOSTON","07/25/2018","Property damage only (none injured)","Closed","10:10 AM","No injury","3","0","0","Cloudy","45","42.37417187","-71.05813459","","2","65","No injury","1","2","65","No injury"
"4573268","BOSTON","07/25/2018","Property damage only (none injured)","Closed","10:10 AM","No injury","3","0","0","Cloudy","45","42.37417187","-71.05813459","","1","54","No injury","1","1","54","No injury"
"4573268","BOSTON","07/25/2018","Property damage only (none injured)","Closed","10:10 AM","No injury","3","0","0","Cloudy","45","42.37417187","-71.05813459","","3","67","No injury","1","3","67","No injury"
"4573267","BOSTON","07/25/2018","Property damage only (none injured)","Closed","1:40 PM","No injury","2","0","0","Cloudy","30","42.37941722","-71.07106619","","1","52","No injury","1","1","52","No injury"
"4573267","BOSTON","07/25/2018","Property damage only (none injured)","Closed","1:40 PM","No injury","2","0","0","Cloudy","30","42.37941722","-71.07106619","","2","73","No injury","1","2","73","No injury"
"4573266","BOSTON","07/25/2018","Property damage only (none injured)","Closed","7:05 AM","No injury","3","0","0","Clear","45","42.34777319","-71.09143174","","2","35","No injury","1","2","35","No injury"
"4573266","BOSTON","07/25/2018","Property damage only (none injured)","Closed","7:05 AM","No injury","3","0","0","Clear","45","42.34777319","-71.09143174","","1","20","No injury","1","1","20","No injury"
"4573266","BOSTON","07/25/2018","Property damage only (none injured)","Closed","7:05 AM","No injury","3","0","0","Clear","45","42.34777319","-71.09143174","","3","49","Not reported","1","3","49","Not reported"
"4573265","BOSTON","07/24/2018","Property damage only (none injured)","Closed","1:05 PM","No injury","2","0","0","Clear","25","42.36260711","-71.05801585","","1","29","No injury","1","1","29","No injury"
"4573265","BOSTON","07/24/2018","Property damage only (none injured)","Closed","1:05 PM","No injury","2","0","0","Clear","25","42.36260711","-71.05801585","","2","59","No injury","1","2","59","No injury"
"4573264","BOSTON","07/21/2018","Property damage only (none injured)","Closed","2:40 AM","No injury","1","0","0","Clear","45","42.34865175","-71.05846975","","1","23","No injury","1","1","23","No injury"
"4573263","BOSTON","07/19/2018","Property damage only (none injured)","Closed","8:32 AM","No injury","2","0","0","Clear","45","42.37037375","-71.06531651","","1","29","No injury","1","1","29","No injury"
"4573263","BOSTON","07/19/2018","Property damage only (none injured)","Closed","8:32 AM","No injury","2","0","0","Clear","45","42.37037375","-71.06531651","","2","39","No injury","1","2","39","No injury"
"4573262","BOSTON","07/16/2018","Property damage only (none injured)","Closed","11:25 PM","No injury","3","0","0","Clear","55","42.34150070","-71.06296297","","2","28","No injury","1","2","28","No injury"
"4573262","BOSTON","07/16/2018","Property damage only (none injured)","Closed","11:25 PM","No injury","3","0","0","Clear","55","42.34150070","-71.06296297","","1","21","No injury","1","1","21","No injury"
"4573262","BOSTON","07/16/2018","Property damage only (none injured)","Closed","11:25 PM","No injury","3","0","0","Clear","55","42.34150070","-71.06296297","","3","51","No injury","1","3","51","No injury"
"4573261","BOSTON","07/13/2018","Property damage only (none injured)","Closed","4:10 PM","No injury","2","0","0","Clear","45","42.38436754","-71.04799506","","1","","No injury","1","1","","No injury"
"4573261","BOSTON","07/13/2018","Property damage only (none injured)","Closed","4:10 PM","No injury","2","0","0","Clear","45","42.38436754","-71.04799506","","2","41","No injury","1","2","41","No injury"
"4573260","BOSTON","07/03/2018","Property damage only (none injured)","Closed","6:16 PM","No injury","2","0","0","Clear","45","42.34150070","-71.06296297","","1","30","No injury","","1","30","No injury"
"4573260","BOSTON","07/03/2018","Property damage only (none injured)","Closed","6:16 PM","No injury","2","0","0","Clear","45","42.34150070","-71.06296297","","2","19","No injury","","2","19","No injury"
"4573257","BOSTON","07/03/2018","Property damage only (none injured)","Closed","5:59 PM","No injury","2","0","0","Clear","45","42.35707263","-71.05143494","","1","60","No injury","","1","60","No injury"
"4573257","BOSTON","07/03/2018","Property damage only (none injured)","Closed","5:59 PM","No injury","2","0","0","Clear","45","42.35707263","-71.05143494","","2","62","No injury","","2","62","No injury"
"4573256","BOSTON","07/03/2018","Property damage only (none injured)","Closed","1:35 PM","No injury","6","0","0","Clear","55","42.35489012","-71.11822959","","3","47","No injury","1","3","47","No injury"
"4573256","BOSTON","07/03/2018","Property damage only (none injured)","Closed","1:35 PM","No injury","6","0","0","Clear","55","42.35489012","-71.11822959","","2","53","No injury","1","2","53","No injury"
"4573256","BOSTON","07/03/2018","Property damage only (none injured)","Closed","1:35 PM","No injury","6","0","0","Clear","55","42.35489012","-71.11822959","","1","43","No injury","1","1","43","No injury"
"4573256","BOSTON","07/03/2018","Property damage only (none injured)","Closed","1:35 PM","No injury","6","0","0","Clear","55","42.35489012","-71.11822959","","4","30","No injury","1","4","30","No injury"
"4573256","BOSTON","07/03/2018","Property damage only (none injured)","Closed","1:35 PM","No injury","6","0","0","Clear","55","42.35489012","-71.11822959","","5","38","No injury","1","5","38","No injury"
"4573256","BOSTON","07/03/2018","Property damage only (none injured)","Closed","1:35 PM","No injury","6","0","0","Clear","55","42.35489012","-71.11822959","","6","49","No injury","1","6","49","No injury"
"4573252","BOSTON","07/21/2018","Property damage only (none injured)","Closed","3:00 AM","No injury","2","0","0","Clear","55","42.31786844","-71.05149126","","1","29","No injury","3","1","29","No injury"
"4573252","BOSTON","07/21/2018","Property damage only (none injured)","Closed","3:00 AM","No injury","2","0","0","Clear","55","42.31786844","-71.05149126","","2","","Not reported","","2","","Not reported"
"4573251","BOSTON","07/12/2018","Property damage only (none injured)","Closed","11:20 AM","No injury","2","0","0","Clear","30","42.36677339","-71.06827144","","1","53","No injury","1","1","53","No injury"
"4573251","BOSTON","07/12/2018","Property damage only (none injured)","Closed","11:20 AM","No injury","2","0","0","Clear","30","42.36677339","-71.06827144","","2","65","No injury","1","2","65","No injury"
"4573250","BOSTON","07/07/2018","Non-fatal injury","Closed","3:39 AM","Non-fatal injury - Non-incapacitating","1","0","1","Cloudy","30","42.35133703","-71.09347982","","1","31","Non-fatal injury - Non-incapacitating","1","1","31","Non-fatal injury - Non-incapacitating"
"4573241","BOSTON","07/19/2018","Property damage only (none injured)","Closed","9:00 PM","No injury","2","0","0","Cloudy","35","42.36813013","-71.02232310","","1","48","No injury","1","1","48","No injury"
"4573241","BOSTON","07/19/2018","Property damage only (none injured)","Closed","9:00 PM","No injury","2","0","0","Cloudy","35","42.36813013","-71.02232310","","2","31","No injury","2","2","31","No injury"
